Date,SPY_hedged_1PCT,EQ_WGT_1PCT
1/25/17,-0.000183748,-0.00013043
1/26/17,3.0054e-05,0.000243477
1/27/17,7.0652e-05,0.000159221
1/30/17,0.000149213,0.000104385
1/31/17,7.3288e-05,3.552e-05
2/1/17,3.691e-06,0.00018854
2/2/17,4.9035e-05,0.000344731
2/3/17,2.5572e-05,-9.4158e-05
2/6/17,0.00025651,0.000350851
2/7/17,-1.0809e-05,3.1352e-05
2/8/17,5.9053e-05,6.5591e-05
2/9/17,-9.8597e-05,0.000170281
2/10/17,-7.118e-06,5.9492e-05
2/13/17,-0.000145786,0.000147774
2/14/17,0.000167931,0.00012673
2/15/17,-0.000575763,-4.1782e-05
2/16/17,0.000178476,2.7448e-05
2/17/17,3.9808e-05,0.000217045
2/21/17,-4.6135e-05,0.000240285
2/22/17,0.000180058,7.0654e-05
2/23/17,-5.2726e-05,8.7916e-05
2/24/17,9.7542e-05,-0.000173189
2/27/17,-0.000470312,0.000120224
2/28/17,0.000512756,-6.0935e-05
3/1/17,-4.4553e-05,-0.000635907
3/2/17,2.109e-06,5.5995e-05
3/3/17,-7.91e-07,0.000144541
3/6/17,0.000387796,0.000399323
3/7/17,0.000112305,0.000105076
3/8/17,1.4763e-05,-6.2806e-05
3/9/17,-1.6081e-05,-0.000110424
3/10/17,0.000358006,0.000477317
3/13/17,0.000326898,0.000222271
3/14/17,-0.00011626,-2e-08
3/15/17,-0.000546764,-0.000540936
3/16/17,0.000583672,0.00042795
3/17/17,4.1126e-05,9.8407e-05
3/20/17,0.000318726,0.000483579
3/21/17,-0.001134917,-0.001534383
3/22/17,-0.000133396,-0.000167435
3/23/17,-0.000200884,0.000321308
3/24/17,0.000275227,0.000131
3/27/17,0.000358797,0.000472091
3/28/17,4.7189e-05,0.00034837
3/29/17,0.000199566,0.000215419
3/30/17,0.000141304,0.000116889
3/31/17,0.000207211,0.000282718
4/3/17,-4.3499e-05,0.00018303
4/4/17,0.000356161,0.000159607
4/5/17,-3.1108e-05,9.5317e-05
4/6/17,-4.9562e-05,0.000109834
4/7/17,1.2918e-05,-9.21e-06
4/10/17,2.0036e-05,0.000133785
4/11/17,-0.000105187,-0.00057302
4/12/17,0.000176367,1.7018e-05
4/13/17,0.00022092,0.000151454
4/17/17,0.000290518,0.000291664
4/18/17,0.000212484,0.000324785
4/19/17,-6.828e-05,0.000161112
4/20/17,-0.000243856,-0.000232945
4/21/17,-0.000354052,-0.000177906
4/24/17,0.001260667,0.00121767
4/25/17,-0.000259673,-0.000197547
4/26/17,7.5925e-05,0.00014938
4/27/17,0.000235419,0.000150458
4/28/17,0.000123641,0.000242399
5/1/17,4.139e-05,0.000222779
5/2/17,6.0107e-05,0.000199499
5/3/17,2.3726e-05,-6.5185e-05
5/4/17,0.000240692,-2.9909e-05
5/5/17,-0.000255192,2.511e-05
5/8/17,0.000795101,0.000675433
5/9/17,-2.2408e-05,-6.3416e-05
5/10/17,-2.0036e-05,0.000216151
5/11/17,5.2726e-05,3.5256e-05
5/12/17,0.000166876,0.000130654
5/15/17,4.798e-05,0.000212186
5/16/17,0.000150268,0.000166093
5/17/17,-0.002281697,-0.002193204
5/18/17,0.000380151,0.000343592
5/19/17,-0.000154222,0.000304087
5/22/17,0.001148626,0.000487584
5/23/17,-9.491e-06,0.000210864
5/24/17,0.000110987,4.2189e-05
5/25/17,-0.000167667,7.4375e-05
5/26/17,0.000161604,0.000173514
5/30/17,0.000240956,0.000136062
5/31/17,-1.2654e-05,4.1254e-05
6/1/17,-8.6206e-05,-0.000201634
6/2/17,-1.055e-06,-0.000167476
6/5/17,0.000272855,0.000172315
6/6/17,-0.00025071,-0.000130715
6/7/17,0.000158967,0.00013405
6/8/17,0.000237792,6.5307e-05
6/9/17,-0.000130496,-0.000511983
6/12/17,0.000323207,8.8445e-05
6/13/17,2.5045e-05,0.000324866
6/14/17,0.000186912,-0.000127645
6/15/17,9.596e-05,5.6666e-05
6/16/17,0.000214329,9.0153e-05
6/19/17,-0.000482966,0.000167984
6/20/17,-0.000283136,-0.00020572
6/21/17,0.000206684,-2.0047e-05
6/22/17,0.000273645,0.000277554
6/23/17,0.000291572,0.000166723
6/26/17,0.000238583,0.000202061
6/27/17,-0.000612407,-0.00032511
